t,x1,y1,x2,y2,x3,y3
2.43000,-1.000000,0.729000,1.000000,-0.729000,-0.729000,0.500000
2.44000,-1.000000,0.732000,1.000000,-0.732000,-0.732000,0.500000
2.45000,-1.000000,0.735000,1.000000,-0.735000,-0.735000,0.500000
2.46000,-1.000000,0.738000,1.000000,-0.738000,-0.738000,0.500000
2.47000,-1.000000,0.741000,1.000000,-0.741000,-0.741000,0.500000
2.48000,-1.000000,0.744000,1.000000,-0.744000,-0.744000,0.500000
2.49000,-1.000000,0.747000,1.000000,-0.747000,-0.747000,0.500000
2.50000,-1.000000,0.750000,1.000000,-0.750000,-0.750000,0.500000
2.51000,-1.000000,0.753000,1.000000,-0.753000,-0.753000,0.500000
2.52000,-1.000000,0.756000,1.000000,-0.756000,-0.756000,0.500000
2.53000,-1.000000,0.759000,1.000000,-0.759000,-0.759000,0.500000
2.54000,-1.000000,0.762000,1.000000,-0.762000,-0.762000,0.500000
2.55000,-1.000000,0.765000,1.000000,-0.765000,-0.765000,0.500000
2.56000,-1.000000,0.768000,1.000000,-0.768000,-0.768000,0.500000
2.57000,-1.000000,0.771000,1.000000,-0.771000,-0.771000,0.500000
2.58000,-1.000000,0.774000,1.000000,-0.774000,-0.774000,0.500000
2.59000,-1.000000,0.777000,1.000000,-0.777000,-0.777000,0.500000
2.60000,-1.000000,0.780000,1.000000,-0.780000,-0.780000,0.500000
2.61000,-1.000000,0.783000,1.000000,-0.783000,-0.783000,0.500000
2.62000,-1.000000,0.786000,1.000000,-0.786000,-0.786000,0.500000
2.63000,-1.000000,0.789000,1.000000,-0.789000,-0.789000,0.500000
2.64000,-1.000000,0.792000,1.000000,-0.792000,-0.792000,0.500000
2.65000,-1.000000,0.795000,1.000000,-0.795000,-0.795000,0.500000
2.66000,-1.000000,0.798000,1.000000,-0.798000,-0.798000,0.500000
2.67000,-1.000000,0.801000,1.000000,-0.801000,-0.801000,0.500000
2.68000,-1.000000,0.804000,1.000000,-0.804000,-0.804000,0.500000
2.69000,-1.000000,0.807000,1.000000,-0.807000,-0.807000,0.500000
2.70000,-1.000000,0.810000,1.000000,-0.810000,-0.810000,0.500000
2.71000,-1.000000,0.813000,1.000000,-0.813000,-0.813000,0.500000
2.72000,-1.000000,0.816000,1.000000,-0.816000,-0.816000,0.500000
2.73000,-1.000000,0.819000,1.000000,-0.819000,-0.819000,0.500000
2.74000,-1.000000,0.822000,1.000000,-0.822000,-0.822000,0.500000
2.75000,-1.000000,0.825000,1.000000,-0.825000,-0.825000,0.500000
2.76000,-1.000000,0.828000,1.000000,-0.828000,-0.828000,0.500000
2.77000,-1.000000,0.831000,1.000000,-0.831000,-0.831000,0.500000
2.78000,-1.000000,0.834000,1.000000,-0.834000,-0.834000,0.500000
2.79000,-1.000000,0.837000,1.000000,-0.837000,-0.837000,0.500000
2.80000,-1.000000,0.840000,1.000000,-0.840000,-0.840000,0.500000
2.81000,-1.000000,0.843000,1.000000,-0.843000,-0.843000,0.500000
2.82000,-1.000000,0.846000,1.000000,-0.846000,-0.846000,0.500000
2.83000,-1.000000,0.849000,1.000000,-0.849000,-0.849000,0.500000
2.84000,-1.000000,0.852000,1.000000,-0.852000,-0.852000,0.500000
2.85000,-1.000000,0.855000,1.000000,-0.855000,-0.855000,0.500000
2.86000,-1.000000,0.858000,1.000000,-0.858000,-0.858000,0.500000
2.87000,-1.000000,0.861000,1.000000,-0.861000,-0.861000,0.500000
2.88000,-1.000000,0.864000,1.000000,-0.864000,-0.864000,0.500000
2.89000,-1.000000,0.867000,1.000000,-0.867000,-0.867000,0.500000
2.90000,-1.000000,0.870000,1.000000,-0.870000,-0.870000,0.500000
2.91000,-1.000000,0.873000,1.000000,-0.873000,-0.873000,0.500000
2.92000,-1.000000,0.876000,1.000000,-0.876000,-0.876000,0.500000
2.93000,-1.000000,0.879000,1.000000,-0.879000,-0.879000,0.500000
2.94000,-1.000000,0.882000,1.000000,-0.882000,-0.882000,0.500000
2.95000,-1.000000,0.885000,1.000000,-0.885000,-0.885000,0.500000
2.96000,-1.000000,0.888000,1.000000,-0.888000,-0.888000,0.500000
2.97000,-1.000000,0.891000,1.000000,-0.891000,-0.891000,0.500000
2.98000,-1.000000,0.894000,1.000000,-0.894000,-0.894000,0.500000
2.99000,-1.000000,0.897000,1.000000,-0.897000,-0.897000,0.500000
3.00000,-1.000000,0.900000,1.000000,-0.900000,-0.900000,0.500000
3.01000,-1.000000,0.903000,1.000000,-0.903000,-0.903000,0.500000
3.02000,-1.000000,0.906000,1.000000,-0.906000,-0.906000,0.500000
3.03000,-1.000000,0.909000,1.000000,-0.909000,-0.909000,0.500000
3.04000,-1.000000,0.912000,1.000000,-0.912000,-0.912000,0.500000
3.05000,-1.000000,0.915000,1.000000,-0.915000,-0.915000,0.500000
3.06000,-1.000000,0.918000,1.000000,-0.918000,-0.918000,0.500000
3.07000,-1.000000,0.921000,1.000000,-0.921000,-0.921000,0.500000
3.08000,-1.000000,0.924000,1.000000,-0.924000,-0.924000,0.500000
3.09000,-1.000000,0.927000,1.000000,-0.927000,-0.927000,0.500000
3.10000,-1.000000,0.930000,1.000000,-0.930000,-0.930000,0.500000
3.11000,-1.000000,0.933000,1.000000,-0.933000,-0.933000,0.500000
3.12000,-1.000000,0.936000,1.000000,-0.936000,-0.936000,0.500000
3.13000,-1.000000,0.939000,1.000000,-0.939000,-0.939000,0.500000
3.14000,-1.000000,0.942000,1.000000,-0.942000,-0.942000,0.500000
3.15000,-1.000000,0.945000,1.000000,-0.945000,-0.945000,0.500000
3.16000,-1.000000,0.948000,1.000000,-0.948000,-0.948000,0.500000
3.17000,-1.000000,0.951000,1.000000,-0.951000,-0.951000,0.500000
3.18000,-1.000000,0.954000,1.000000,-0.954000,-0.954000,0.500000
3.19000,-1.000000,0.957000,1.000000,-0.957000,-0.957000,0.500000
3.20000,-1.000000,0.960000,1.000000,-0.960000,-0.960000,0.500000
3.21000,-1.000000,0.963000,1.000000,-0.963000,-0.963000,0.500000
3.22000,-1.000000,0.966000,1.000000,-0.966000,-0.966000,0.500000
3.23000,-1.000000,0.969000,1.000000,-0.969000,-0.969000,0.500000
3.24000,-1.000000,0.972000,1.000000,-0.972000,-0.972000,0.500000
3.25000,-1.000000,0.975000,1.000000,-0.975000,-0.975000,0.500000
3.26000,-1.000000,0.978000,1.000000,-0.978000,-0.978000,0.500000
3.27000,-1.000000,0.981000,1.000000,-0.981000,-0.981000,0.500000
3.28000,-1.000000,0.984000,1.000000,-0.984000,-0.984000,0.500000
3.29000,-1.000000,0.987000,1.000000,-0.987000,-0.987000,0.500000
3.30000,-1.000000,0.990000,1.000000,-0.990000,-0.990000,0.500000
3.31000,-1.000000,0.993000,1.000000,-0.993000,-0.993000,0.500000
3.32000,-1.000000,0.996000,1.000000,-0.996000,-0.996000,0.500000
3.33000,-1.000000,0.999000,1.000000,-0.999000,-0.999000,0.500000
3.34000,-1.000000,1.002000,1.000000,-1.002000,-1.002000,0.500000
3.35000,-1.000000,1.005000,1.000000,-1.005000,-1.005000,0.500000
3.36000,-1.000000,1.008000,1.000000,-1.008000,-1.008000,0.500000
3.37000,-1.000000,1.011000,1.000000,-1.011000,-1.011000,0.500000
3.38000,-1.000000,1.014000,1.000000,-1.014000,-1.014000,0.500000
3.39000,-1.000000,1.017000,1.000000,-1.017000,-1.017000,0.500000
3.40000,-1.000000,1.020000,1.000000,-1.020000,-1.020000,0.500000
3.41000,-1.000000,1.023000,1.000000,-1.023000,-1.023000,0.500000
3.42000,-1.000000,1.026000,1.000000,-1.026000,-1.026000,0.500000
3.43000,-1.000000,1.029000,1.000000,-1.029000,-1.029000,0.500000
3.44000,-1.000000,1.032000,1.000000,-1.032000,-1.032000,0.500000
3.45000,-1.000000,1.035000,1.000000,-1.035000,-1.035000,0.500000
3.46000,-1.000000,1.038000,1.000000,-1.038000,-1.038000,0.500000
3.47000,-1.000000,1.041000,1.000000,-1.041000,-1.041000,0.500000
3.48000,-1.000000,1.044000,1.000000,-1.044000,-1.044000,0.500000
3.49000,-1.000000,1.047000,1.000000,-1.047000,-1.047000,0.500000
3.50000,-1.000000,1.050000,1.000000,-1.050000,-1.050000,0.500000
3.51000,-1.000000,1.053000,1.000000,-1.053000,-1.053000,0.500000
3.52000,-1.000000,1.056000,1.000000,-1.056000,-1.056000,0.500000
3.53000,-1.000000,1.059000,1.000000,-1.059000,-1.059000,0.500000
3.54000,-1.000000,1.062000,1.000000,-1.062000,-1.062000,0.500000
3.55000,-1.000000,1.065000,1.000000,-1.065000,-1.065000,0.500000
3.56000,-1.000000,1.068000,1.000000,-1.068000,-1.068000,0.500000
3.57000,-1.000000,1.071000,1.000000,-1.071000,-1.071000,0.500000
3.58000,-1.000000,1.074000,1.000000,-1.074000,-1.074000,0.500000
3.59000,-1.000000,1.077000,1.000000,-1.077000,-1.077000,0.500000
3.60000,-1.000000,1.080000,1.000000,-1.080000,-1.080000,0.500000
3.61000,-1.000000,1.083000,1.000000,-1.083000,-1.083000,0.500000
3.62000,-1.000000,1.086000,1.000000,-1.086000,-1.086000,0.500000
3.63000,-1.000000,1.089000,1.000000,-1.089000,-1.089000,0.500000
3.64000,-1.000000,1.092000,1.000000,-1.092000,-1.092000,0.500000
3.65000,-1.000000,1.095000,1.000000,-1.095000,-1.095000,0.500000
3.66000,-1.000000,1.098000,1.000000,-1.098000,-1.098000,0.500000
3.67000,-1.000000,1.101000,1.000000,-1.101000,-1.101000,0.500000
3.68000,-1.000000,1.104000,1.000000,-1.104000,-1.104000,0.500000
3.69000,-1.000000,1.107000,1.000000,-1.107000,-1.107000,0.500000
3.70000,-1.000000,1.110000,1.000000,-1.110000,-1.110000,0.500000
3.71000,-1.000000,1.113000,1.000000,-1.113000,-1.113000,0.500000
3.72000,-1.000000,1.116000,1.000000,-1.116000,-1.116000,0.500000
3.73000,-1.000000,1.119000,1.000000,-1.119000,-1.119000,0.500000
3.74000,-1.000000,1.122000,1.000000,-1.122000,-1.122000,0.500000
3.75000,-1.000000,1.125000,1.000000,-1.125000,-1.125000,0.500000
3.76000,-1.000000,1.128000,1.000000,-1.128000,-1.128000,0.500000
3.77000,-1.000000,1.131000,1.000000,-1.131000,-1.131000,0.500000
3.78000,-1.000000,1.134000,1.000000,-1.134000,-1.134000,0.500000
3.79000,-1.000000,1.137000,1.000000,-1.137000,-1.137000,0.500000
3.80000,-1.000000,1.140000,1.000000,-1.140000,-1.140000,0.500000
3.81000,-1.000000,1.143000,1.000000,-1.143000,-1.143000,0.500000
3.82000,-1.000000,1.146000,1.000000,-1.146000,-1.146000,0.500000
3.83000,-1.000000,1.149000,1.000000,-1.149000,-1.149000,0.500000
3.84000,-1.000000,1.152000,1.000000,-1.152000,-1.152000,0.500000
3.85000,-1.000000,1.155000,1.000000,-1.155000,-1.155000,0.500000
3.86000,-1.000000,1.158000,1.000000,-1.158000,-1.158000,0.500000
3.87000,-1.000000,1.161000,1.000000,-1.161000,-1.161000,0.500000
3.88000,-1.000000,1.164000,1.000000,-1.164000,-1.164000,0.500000
3.89000,-1.000000,1.167000,1.000000,-1.167000,-1.167000,0.500000
3.90000,-1.000000,1.170000,1.000000,-1.170000,-1.170000,0.500000
3.91000,-1.000000,1.173000,1.000000,-1.173000,-1.173000,0.500000
3.92000,-1.000000,1.176000,1.000000,-1.176000,-1.176000,0.500000
3.93000,-1.000000,1.179000,1.000000,-1.179000,-1.179000,0.500000
3.94000,-1.000000,1.182000,1.000000,-1.182000,-1.182000,0.500000
3.95000,-1.000000,1.185000,1.000000,-1.185000,-1.185000,0.500000
3.96000,-1.000000,1.188000,1.000000,-1.188000,-1.188000,0.500000
3.97000,-1.000000,1.191000,1.000000,-1.191000,-1.191000,0.500000
3.98000,-1.000000,1.194000,1.000000,-1.194000,-1.194000,0.500000
3.99000,-1.000000,1.197000,1.000000,-1.197000,-1.197000,0.500000
4.00000,-1.000000,1.200000,1.000000,-1.200000,-1.200000,0.500000
4.01000,-1.000000,1.203000,1.000000,-1.203000,-1.203000,0.500000
4.02000,-1.000000,1.206000,1.000000,-1.206000,-1.206000,0.500000
4.03000,-1.000000,1.209000,1.000000,-1.209000,-1.209000,0.500000
4.04000,-1.000000,1.212000,1.000000,-1.212000,-1.212000,0.500000
4.05000,-1.000000,1.215000,1.000000,-1.215000,-1.215000,0.500000
4.06000,-1.000000,1.218000,1.000000,-1.218000,-1.218000,0.500000
4.07000,-1.000000,1.221000,1.000000,-1.221000,-1.221000,0.500000
4.08000,-1.000000,1.224000,1.000000,-1.224000,-1.224000,0.500000
4.09000,-1.000000,1.227000,1.000000,-1.227000,-1.227000,0.500000
4.10000,-1.000000,1.230000,1.000000,-1.230000,-1.230000,0.500000
4.11000,-1.000000,1.233000,1.000000,-1.233000,-1.233000,0.500000
4.12000,-1.000000,1.236000,1.000000,-1.236000,-1.236000,0.500000
4.13000,-1.000000,1.239000,1.000000,-1.239000,-1.239000,0.500000
4.14000,-1.000000,1.242000,1.000000,-1.242000,-1.242000,0.500000
4.15000,-1.000000,1.245000,1.000000,-1.245000,-1.245000,0.500000
4.16000,-1.000000,1.248000,1.000000,-1.248000,-1.248000,0.500000
4.17000,-1.000000,1.251000,1.000000,-1.251000,-1.251000,0.500000
4.18000,-1.000000,1.254000,1.000000,-1.254000,-1.254000,0.500000
4.19000,-1.000000,1.257000,1.000000,-1.257000,-1.257000,0.500000
4.20000,-1.000000,1.260000,1.000000,-1.260000,-1.260000,0.500000
4.21000,-1.000000,1.263000,1.000000,-1.263000,-1.263000,0.500000
4.22000,-1.000000,1.266000,1.000000,-1.266000,-1.266000,0.500000
4.23000,-1.000000,1.269000,1.000000,-1.269000,-1.269000,0.500000
4.24000,-1.000000,1.272000,1.000000,-1.272000,-1.272000,0.500000
4.25000,-1.000000,1.275000,1.000000,-1.275000,-1.275000,0.500000
4.26000,-1.000000,1.278000,1.000000,-1.278000,-1.278000,0.500000
4.27000,-1.000000,1.281000,1.000000,-1.281000,-1.281000,0.500000
4.28000,-1.000000,1.284000,1.000000,-1.284000,-1.284000,0.500000
4.29000,-1.000000,1.287000,1.000000,-1.287000,-1.287000,0.500000
4.30000,-1.000000,1.290000,1.000000,-1.290000,-1.290000,0.500000
4.31000,-1.000000,1.293000,1.000000,-1.293000,-1.293000,0.500000
4.32000,-1.000000,1.296000,1.000000,-1.296000,-1.296000,0.500000
4.33000,-1.000000,1.299000,1.000000,-1.299000,-1.299000,0.500000
4.34000,-1.000000,1.302000,1.000000,-1.302000,-1.302000,0.500000
4.35000,-1.000000,1.305000,1.000000,-1.305000,-1.305000,0.500000
4.36000,-1.000000,1.308000,1.000000,-1.308000,-1.308000,0.500000
4.37000,-1.000000,1.311000,1.000000,-1.311000,-1.311000,0.500000
4.38000,-1.000000,1.314000,1.000000,-1.314000,-1.314000,0.500000
4.39000,-1.000000,1.317000,1.000000,-1.317000,-1.317000,0.500000
4.40000,-1.000000,1.320000,1.000000,-1.320000,-1.320000,0.500000
4.41000,-1.000000,1.323000,1.000000,-1.323000,-1.323000,0.500000
4.42000,-1.000000,1.326000,1.000000,-1.326000,-1.326000,0.500000
4.43000,-1.000000,1.329000,1.000000,-1.329000,-1.329000,0.500000
4.44000,-1.000000,1.332000,1.000000,-1.332000,-1.332000,0.500000
4.45000,-1.000000,1.335000,1.000000,-1.335000,-1.335000,0.500000
4.46000,-1.000000,1.338000,1.000000,-1.338000,-1.338000,0.500000
4.47000,-1.000000,1.341000,1.000000,-1.341000,-1.341000,0.500000
4.48000,-1.000000,1.344000,1.000000,-1.344000,-1.344000,0.500000
4.49000,-1.000000,1.347000,1.000000,-1.347000,-1.347000,0.500000
4.50000,-1.000000,1.350000,1.000000,-1.350000,-1.350000,0.500000
4.51000,-1.000000,1.353000,1.000000,-1.353000,-1.353000,0.500000
4.52000,-1.000000,1.356000,1.000000,-1.356000,-1.356000,0.500000
4.53000,-1.000000,1.359000,1.000000,-1.359000,-1.359000,0.500000
4.54000,-1.000000,1.362000,1.000000,-1.362000,-1.362000,0.500000
4.55000,-1.000000,1.365000,1.000000,-1.365000,-1.365000,0.500000
4.56000,-1.000000,1.368000,1.000000,-1.368000,-1.368000,0.500000
4.57000,-1.000000,1.371000,1.000000,-1.371000,-1.371000,0.500000
4.58000,-1.000000,1.374000,1.000000,-1.374000,-1.374000,0.500000
4.59000,-1.000000,1.377000,1.000000,-1.377000,-1.377000,0.500000
4.60000,-1.000000,1.380000,1.000000,-1.380000,-1.380000,0.500000
4.61000,-1.000000,1.383000,1.000000,-1.383000,-1.383000,0.500000
4.62000,-1.000000,1.386000,1.000000,-1.386000,-1.386000,0.500000
4.63000,-1.000000,1.389000,1.000000,-1.389000,-1.389000,0.500000
4.64000,-1.000000,1.392000,1.000000,-1.392000,-1.392000,0.500000
4.65000,-1.000000,1.395000,1.000000,-1.395000,-1.395000,0.500000
4.66000,-1.000000,1.398000,1.000000,-1.398000,-1.398000,0.500000
4.67000,-1.000000,1.401000,1.000000,-1.401000,-1.401000,0.500000
4.68000,-1.000000,1.404000,1.000000,-1.404000,-1.404000,0.500000
4.69000,-1.000000,1.407000,1.000000,-1.407000,-1.407000,0.500000
4.70000,-1.000000,1.410000,1.000000,-1.410000,-1.410000,0.500000
4.71000,-1.000000,1.413000,1.000000,-1.413000,-1.413000,0.500000
4.72000,-1.000000,1.416000,1.000000,-1.416000,-1.416000,0.500000
4.73000,-1.000000,1.419000,1.000000,-1.419000,-1.419000,0.500000
4.74000,-1.000000,1.422000,1.000000,-1.422000,-1.422000,0.500000
4.75000,-1.000000,1.425000,1.000000,-1.425000,-1.425000,0.500000
4.76000,-1.000000,1.428000,1.000000,-1.428000,-1.428000,0.500000
4.77000,-1.000000,1.431000,1.000000,-1.431000,-1.431000,0.500000
4.78000,-1.000000,1.434000,1.000000,-1.434000,-1.434000,0.500000
4.79000,-1.000000,1.437000,1.000000,-1.437000,-1.437000,0.500000
4.80000,-1.000000,1.440000,1.000000,-1.440000,-1.440000,0.500000
4.81000,-1.000000,1.443000,1.000000,-1.443000,-1.443000,0.500000
4.82000,-1.000000,1.446000,1.000000,-1.446000,-1.446000,0.500000
4.83000,-1.000000,1.449000,1.000000,-1.449000,-1.449000,0.500000
4.84000,-1.000000,1.452000,1.000000,-1.452000,-1.452000,0.500000
4.85000,-1.000000,1.455000,1.000000,-1.455000,-1.455000,0.500000
4.86000,-1.000000,1.458000,1.000000,-1.458000,-1.458000,0.500000
4.87000,-1.000000,1.461000,1.000000,-1.461000,-1.461000,0.500000
4.88000,-1.000000,1.464000,1.000000,-1.464000,-1.464000,0.500000
4.89000,-1.000000,1.467000,1.000000,-1.467000,-1.467000,0.500000
4.90000,-1.000000,1.470000,1.000000,-1.470000,-1.470000,0.500000
4.91000,-1.000000,1.473000,1.000000,-1.473000,-1.473000,0.500000
4.92000,-1.000000,1.476000,1.000000,-1.476000,-1.476000,0.500000
4.93000,-1.000000,1.479000,1.000000,-1.479000,-1.479000,0.500000
4.94000,-1.000000,1.482000,1.000000,-1.482000,-1.482000,0.500000
4.95000,-1.000000,1.485000,1.000000,-1.485000,-1.485000,0.500000
4.96000,-1.000000,1.488000,1.000000,-1.488000,-1.488000,0.500000
4.97000,-1.000000,1.491000,1.000000,-1.491000,-1.491000,0.500000
4.98000,-1.000000,1.494000,1.000000,-1.494000,-1.494000,0.500000
4.99000,-1.000000,1.497000,1.000000,-1.497000,-1.497000,0.500000
5.00000,-1.000000,1.500000,1.000000,-1.500000,-1.500000,0.500000
5.01000,-1.000000,1.503000,1.000000,-1.503000,-1.503000,0.500000
5.02000,-1.000000,1.506000,1.000000,-1.506000,-1.506000,0.500000
5.03000,-1.000000,1.509000,1.000000,-1.509000,-1.509000,0.500000
5.04000,-1.000000,1.512000,1.000000,-1.512000,-1.512000,0.500000
5.05000,-1.000000,1.515000,1.000000,-1.515000,-1.515000,0.500000
5.06000,-1.000000,1.518000,1.000000,-1.518000,-1.518000,0.500000
5.07000,-1.000000,1.521000,1.000000,-1.521000,-1.521000,0.500000
5.08000,-1.000000,1.524000,1.000000,-1.524000,-1.524000,0.500000
5.09000,-1.000000,1.527000,1.000000,-1.527000,-1.527000,0.500000
5.10000,-1.000000,1.530000,1.000000,-1.530000,-1.530000,0.500000
5.11000,-1.000000,1.533000,1.000000,-1.533000,-1.533000,0.500000
5.12000,-1.000000,1.536000,1.000000,-1.536000,-1.536000,0.500000
5.13000,-1.000000,1.539000,1.000000,-1.539000,-1.539000,0.500000
5.14000,-1.000000,1.542000,1.000000,-1.542000,-1.542000,0.500000
5.15000,-1.000000,1.545000,1.000000,-1.545000,-1.545000,0.500000
5.16000,-1.000000,1.548000,1.000000,-1.548000,-1.548000,0.500000
5.17000,-1.000000,1.551000,1.000000,-1.551000,-1.551000,0.500000
5.18000,-1.000000,1.554000,1.000000,-1.554000,-1.554000,0.500000
5.19000,-1.000000,1.557000,1.000000,-1.557000,-1.557000,0.500000
5.20000,-1.000000,1.560000,1.000000,-1.560000,-1.560000,0.500000
5.21000,-1.000000,1.563000,1.000000,-1.563000,-1.563000,0.500000
5.22000,-1.000000,1.566000,1.000000,-1.566000,-1.566000,0.500000
5.23000,-1.000000,1.569000,1.000000,-1.569000,-1.569000,0.500000
5.24000,-1.000000,1.572000,1.000000,-1.572000,-1.572000,0.500000
5.25000,-1.000000,1.575000,1.000000,-1.575000,-1.575000,0.500000
5.26000,-1.000000,1.578000,1.000000,-1.578000,-1.578000,0.500000
5.27000,-1.000000,1.581000,1.000000,-1.581000,-1.581000,0.500000
5.28000,-1.000000,1.584000,1.000000,-1.584000,-1.584000,0.500000
5.29000,-1.000000,1.587000,1.000000,-1.587000,-1.587000,0.500000
5.30000,-1.000000,1.590000,1.000000,-1.590000,-1.590000,0.500000
5.31000,-1.000000,1.593000,1.000000,-1.593000,-1.593000,0.500000
5.32000,-1.000000,1.596000,1.000000,-1.596000,-1.596000,0.500000
5.33000,-1.000000,1.599000,1.000000,-1.599000,-1.599000,0.500000
5.34000,-1.000000,1.602000,1.000000,-1.602000,-1.602000,0.500000
5.35000,-1.000000,1.605000,1.000000,-1.605000,-1.605000,0.500000
5.36000,-1.000000,1.608000,1.000000,-1.608000,-1.608000,0.500000
5.37000,-1.000000,1.611000,1.000000,-1.611000,-1.611000,0.500000
5.38000,-1.000000,1.614000,1.000000,-1.614000,-1.614000,0.500000
5.39000,-1.000000,1.617000,1.000000,-1.617000,-1.617000,0.500000
5.40000,-1.000000,1.620000,1.000000,-1.620000,-1.620000,0.500000
5.41000,-1.000000,1.623000,1.000000,-1.623000,-1.623000,0.500000
5.42000,-1.000000,1.626000,1.000000,-1.626000,-1.626000,0.500000
5.43000,-1.000000,1.629000,1.000000,-1.629000,-1.629000,0.500000
5.44000,-1.000000,1.632000,1.000000,-1.632000,-1.632000,0.500000
5.45000,-1.000000,1.635000,1.000000,-1.635000,-1.635000,0.500000
5.46000,-1.000000,1.638000,1.000000,-1.638000,-1.638000,0.500000
5.47000,-1.000000,1.641000,1.000000,-1.641000,-1.641000,0.500000
5.48000,-1.000000,1.644000,1.000000,-1.644000,-1.644000,0.500000
5.49000,-1.000000,1.647000,1.000000,-1.647000,-1.647000,0.500000
5.50000,-1.000000,1.650000,1.000000,-1.650000,-1.650000,0.500000
5.51000,-1.000000,1.653000,1.000000,-1.653000,-1.653000,0.500000
5.52000,-1.000000,1.656000,1.000000,-1.656000,-1.656000,0.500000
5.53000,-1.000000,1.659000,1.000000,-1.659000,-1.659000,0.500000
5.54000,-1.000000,1.662000,1.000000,-1.662000,-1.662000,0.500000
5.55000,-1.000000,1.665000,1.000000,-1.665000,-1.665000,0.500000
5.56000,-1.000000,1.668000,1.000000,-1.668000,-1.668000,0.500000
5.57000,-1.000000,1.671000,1.000000,-1.671000,-1.671000,0.500000
5.58000,-1.000000,1.674000,1.000000,-1.674000,-1.674000,0.500000
5.59000,-1.000000,1.677000,1.000000,-1.677000,-1.677000,0.500000
5.60000,-1.000000,1.680000,1.000000,-1.680000,-1.680000,0.500000
5.61000,-1.000000,1.683000,1.000000,-1.683000,-1.683000,0.500000
5.62000,-1.000000,1.686000,1.000000,-1.686000,-1.686000,0.500000
5.63000,-1.000000,1.689000,1.000000,-1.689000,-1.689000,0.500000
5.64000,-1.000000,1.692000,1.000000,-1.692000,-1.692000,0.500000
5.65000,-1.000000,1.695000,1.000000,-1.695000,-1.695000,0.500000
5.66000,-1.000000,1.698000,1.000000,-1.698000,-1.698000,0.500000
5.67000,-1.000000,1.701000,1.000000,-1.701000,-1.701000,0.500000
5.68000,-1.000000,1.704000,1.000000,-1.704000,-1.704000,0.500000
5.69000,-1.000000,1.707000,1.000000,-1.707000,-1.707000,0.500000
5.70000,-1.000000,1.710000,1.000000,-1.710000,-1.710000,0.500000
5.71000,-1.000000,1.713000,1.000000,-1.713000,-1.713000,0.500000
5.72000,-1.000000,1.716000,1.000000,-1.716000,-1.716000,0.500000
5.73000,-1.000000,1.719000,1.000000,-1.719000,-1.719000,0.500000
5.74000,-1.000000,1.722000,1.000000,-1.722000,-1.722000,0.500000
5.75000,-1.000000,1.725000,1.000000,-1.725000,-1.725000,0.500000
5.76000,-1.000000,1.728000,1.000000,-1.728000,-1.728000,0.500000
5.77000,-1.000000,1.731000,1.000000,-1.731000,-1.731000,0.500000
5.78000,-1.000000,1.734000,1.000000,-1.734000,-1.734000,0.500000
5.79000,-1.000000,1.737000,1.000000,-1.737000,-1.737000,0.500000
5.80000,-1.000000,1.740000,1.000000,-1.740000,-1.740000,0.500000
5.81000,-1.000000,1.743000,1.000000,-1.743000,-1.743000,0.500000
5.82000,-1.000000,1.746000,1.000000,-1.746000,-1.746000,0.500000
5.83000,-1.000000,1.749000,1.000000,-1.749000,-1.749000,0.500000
5.84000,-1.000000,1.752000,1.000000,-1.752000,-1.752000,0.500000
5.85000,-1.000000,1.755000,1.000000,-1.755000,-1.755000,0.500000
5.86000,-1.000000,1.758000,1.000000,-1.758000,-1.758000,0.500000
5.87000,-1.000000,1.761000,1.000000,-1.761000,-1.761000,0.500000
5.88000,-1.000000,1.764000,1.000000,-1.764000,-1.764000,0.500000
5.89000,-1.000000,1.767000,1.000000,-1.767000,-1.767000,0.500000
5.90000,-1.000000,1.770000,1.000000,-1.770000,-1.770000,0.500000
5.91000,-1.000000,1.773000,1.000000,-1.773000,-1.773000,0.500000
5.92000,-1.000000,1.776000,1.000000,-1.776000,-1.776000,0.500000
5.93000,-1.000000,1.779000,1.000000,-1.779000,-1.779000,0.500000
